id,score,p_yes,p_no,language,label
88115,0.15,0.15,0.85,Dutch,0
79914,0.04,0.04,0.96,Dutch,0
82150,0.03,0.03,0.97,Dutch,0
89978,0.01,0.01,0.99,Dutch,0
79087,0.03,0.03,0.97,Dutch,0
88183,0.02,0.02,0.98,Dutch,0
87979,0.02,0.02,0.98,Dutch,0
87356,0.65,0.65,0.35,Dutch,0
77036,0.01,0.01,0.99,Dutch,0
79064,0.03,0.03,0.97,Dutch,0
84787,0.03,0.03,0.97,Dutch,0
87021,0.02,0.02,0.98,Dutch,0
84993,0.06,0.06,0.94,Dutch,0
85506,0.02,0.02,0.98,Dutch,0
86927,0.05,0.05,0.95,Dutch,0
77435,0.02,0.02,0.98,Dutch,0
88343,0.7,0.7,0.3,Dutch,0
76710,0.25,0.25,0.75,Dutch,0
77234,0.02,0.02,0.98,Dutch,0
88827,0.35,0.35,0.65,Dutch,0
80225,0.88,0.88,0.12,Dutch,1
76830,0.02,0.02,0.98,Dutch,0
83455,0.03,0.03,0.97,Dutch,0
76897,0.82,0.82,0.18,Dutch,1
81925,0.85,0.85,0.15,Dutch,1
75157,0.1,0.1,0.9,Dutch,0
82918,0.02,0.02,0.98,Dutch,0
86347,0.03,0.03,0.97,Dutch,0
88763,0.03,0.03,0.97,Dutch,0
82474,0.02,0.02,0.98,Dutch,0
76851,0.12,0.12,0.88,Dutch,0
83890,0.04,0.04,0.96,Dutch,0
80146,0.02,0.02,0.98,Dutch,0
88124,0.04,0.04,0.96,Dutch,0
77532,0.02,0.02,0.98,Dutch,0
80038,0.02,0.02,0.98,Dutch,0
80483,0.08,0.08,0.92,Dutch,0
89782,0.02,0.02,0.98,Dutch,0
87186,0.02,0.02,0.98,Dutch,0
80496,0.05,0.05,0.95,Dutch,0
89664,0.02,0.02,0.98,Dutch,0
78026,0.03,0.03,0.97,Dutch,0
82565,0.02,0.02,0.98,Dutch,0
77840,0.02,0.02,0.98,Dutch,0
77781,0.82,0.82,0.18,Dutch,1
81831,0.45,0.45,0.55,Dutch,0
84211,0.03,0.03,0.97,Dutch,0
82840,0.01,0.01,0.99,Dutch,0
85356,0.02,0.02,0.98,Dutch,0
81836,0.05,0.05,0.95,Dutch,0
85799,0.1,0.1,0.9,Dutch,0
77625,0.1,0.1,0.9,Dutch,0
11119,0.9,0.9,0.1,Danish,1
3684,0.03,0.03,0.97,Danish,0
9466,0.05,0.05,0.95,Danish,0
1611,0.03,0.03,0.97,Danish,0
2417,0.03,0.03,0.97,Danish,0
1632,0.02,0.02,0.98,Danish,0
11001,0.02,0.02,0.98,Danish,0
13436,0.02,0.02,0.98,Danish,0
6006,0.02,0.02,0.98,Danish,0
4441,0.02,0.02,0.98,Danish,0
3098,0.05,0.05,0.95,Danish,0
468,0.08,0.08,0.92,Danish,0
8085,0.02,0.02,0.98,Danish,0
10306,0.02,0.02,0.98,Danish,0
608,0.06,0.06,0.94,Danish,0
3120,0.04,0.04,0.96,Danish,0
14222,0.12,0.12,0.88,Danish,0
1350,0.02,0.02,0.98,Danish,0
6210,0.15,0.15,0.85,Danish,0
12352,0.04,0.04,0.96,Danish,0
10622,0.95,0.95,0.05,Danish,1
3774,0.02,0.02,0.98,Danish,0
181,0.02,0.02,0.98,Danish,0
6125,0.02,0.02,0.98,Danish,0
4341,0.01,0.01,0.99,Danish,0
11888,0.75,0.75,0.25,Danish,1
13991,0.02,0.02,0.98,Danish,0
2236,0.02,0.02,0.98,Danish,0
9772,0.02,0.02,0.98,Danish,0
5144,0.02,0.02,0.98,Danish,0
1328,0.03,0.03,0.97,Danish,0
14615,0.02,0.02,0.98,Danish,0
4832,0.1,0.1,0.9,Danish,0
1114,0.08,0.08,0.92,Danish,0
10465,0.85,0.85,0.15,Danish,1
8576,0.04,0.04,0.96,Danish,0
13291,0.02,0.02,0.98,Danish,0
895,0.02,0.02,0.98,Danish,0
14016,0.1,0.1,0.9,Danish,0
4094,0.02,0.02,0.98,Danish,0
429,0.85,0.85,0.15,Danish,1
2714,0.02,0.02,0.98,Danish,0
13187,0.04,0.04,0.96,Danish,0
3101,0.02,0.02,0.98,Danish,0
7320,0.03,0.03,0.97,Danish,0
7293,0.02,0.02,0.98,Danish,0
10675,0.85,0.85,0.15,Danish,1
9455,0.02,0.02,0.98,Danish,0
13115,0.04,0.04,0.96,Danish,0
4914,0.02,0.02,0.98,Danish,0
7150,0.02,0.02,0.98,Danish,0
14978,0.02,0.02,0.98,Danish,0
4087,0.02,0.02,0.98,Danish,0
13183,0.04,0.04,0.96,Danish,0
12979,0.02,0.02,0.98,Danish,0
12356,0.02,0.02,0.98,Danish,0
2036,0.95,0.95,0.05,Danish,1
4064,0.04,0.04,0.96,Danish,0
9787,0.02,0.02,0.98,Danish,0
12021,0.02,0.02,0.98,Danish,0
9993,0.02,0.02,0.98,Danish,0
10506,0.04,0.04,0.96,Danish,0
11927,0.02,0.02,0.98,Danish,0
2435,0.92,0.92,0.08,Danish,1
13343,0.03,0.03,0.97,Danish,0
1710,0.02,0.02,0.98,Danish,0
2234,0.02,0.02,0.98,Danish,0
13827,0.02,0.02,0.98,Danish,0
5225,0.02,0.02,0.98,Danish,0
1830,0.02,0.02,0.98,Danish,0
8455,0.02,0.02,0.98,Danish,0
1897,0.05,0.05,0.95,Danish,0
6925,0.08,0.08,0.92,Danish,0
157,0.02,0.02,0.98,Danish,0
7918,0.02,0.02,0.98,Danish,0
11347,0.02,0.02,0.98,Danish,0
13763,0.02,0.02,0.98,Danish,0
7474,0.02,0.02,0.98,Danish,0
1851,0.02,0.02,0.98,Danish,0
8890,0.02,0.02,0.98,Danish,0
5146,0.02,0.02,0.98,Danish,0
13124,0.02,0.02,0.98,Danish,0
2532,0.02,0.02,0.98,Danish,0
5038,0.02,0.02,0.98,Danish,0
5483,0.02,0.02,0.98,Danish,0
14782,0.03,0.03,0.97,Danish,0
12186,0.02,0.02,0.98,Danish,0
5496,0.02,0.02,0.98,Danish,0
14664,0.02,0.02,0.98,Danish,0
3026,0.02,0.02,0.98,Danish,0
7565,0.03,0.03,0.97,Danish,0
2840,0.08,0.08,0.92,Danish,0
2781,0.02,0.02,0.98,Danish,0
6831,0.02,0.02,0.98,Danish,0
9211,0.05,0.05,0.95,Danish,0
7840,0.02,0.02,0.98,Danish,0
10356,0.02,0.02,0.98,Danish,0
6836,0.02,0.02,0.98,Danish,0
10799,0.02,0.02,0.98,Danish,0
2625,0.05,0.05,0.95,Danish,0
44054,0.02,0.02,0.98,Spanish,0
47986,0.03,0.03,0.97,Spanish,0
47788,0.15,0.15,0.85,Spanish,0
59432,0.12,0.12,0.88,Spanish,0
55569,0.03,0.03,0.97,Spanish,0
52824,0.25,0.25,0.75,Spanish,0
44465,0.02,0.02,0.98,Spanish,0
41031,0.02,0.02,0.98,Spanish,0
44797,0.02,0.02,0.98,Spanish,0
48772,0.82,0.82,0.18,Spanish,1
48417,0.03,0.03,0.97,Spanish,0
50273,0.04,0.04,0.96,Spanish,0
59287,0.03,0.03,0.97,Spanish,0
57218,0.85,0.85,0.15,Spanish,1
56536,0.02,0.02,0.98,Spanish,0
51693,0.03,0.03,0.97,Spanish,0
53634,0.03,0.03,0.97,Spanish,0
40708,0.03,0.03,0.97,Spanish,0
31972,0.03,0.03,0.97,Spanish,0
58116,0.04,0.04,0.96,Spanish,0
55627,0.02,0.02,0.98,Spanish,0
30345,0.03,0.03,0.97,Spanish,0
50268,0.02,0.02,0.98,Spanish,0
41306,0.35,0.35,0.65,Spanish,1
49436,0.02,0.02,0.98,Spanish,0
41127,0.02,0.02,0.98,Spanish,0
45677,0.02,0.02,0.98,Spanish,0
32222,0.03,0.03,0.97,Spanish,0
51934,0.82,0.82,0.18,Spanish,1
37663,0.05,0.05,0.95,Spanish,0
41791,0.04,0.04,0.96,Spanish,0
36239,0.03,0.03,0.97,Spanish,0
31023,0.05,0.05,0.95,Spanish,0
38676,0.35,0.35,0.65,Spanish,1
41188,0.04,0.04,0.96,Spanish,0
58720,0.02,0.02,0.98,Spanish,0
44944,0.02,0.02,0.98,Spanish,0
57034,0.15,0.15,0.85,Spanish,0
33579,0.35,0.35,0.65,Spanish,0
31282,0.02,0.02,0.98,Spanish,0
42011,0.72,0.72,0.28,Spanish,1
41967,0.03,0.03,0.97,Spanish,0
47897,0.04,0.04,0.96,Spanish,0
56758,0.04,0.04,0.96,Spanish,0
52200,0.85,0.85,0.15,Spanish,1
42406,0.02,0.02,0.98,Spanish,0
51887,0.05,0.05,0.95,Spanish,0
33548,0.88,0.88,0.12,Spanish,1
51096,0.03,0.03,0.97,Spanish,0
57907,0.02,0.02,0.98,Spanish,0
59474,0.03,0.03,0.97,Spanish,0
55763,0.02,0.02,0.98,Spanish,0
44248,0.02,0.02,0.98,Spanish,0
36925,0.3,0.3,0.7,Spanish,0
45336,0.55,0.55,0.45,Spanish,1
36188,0.02,0.02,0.98,Spanish,0
38760,0.03,0.03,0.97,Spanish,0
45342,0.02,0.02,0.98,Spanish,0
33000,0.02,0.02,0.98,Spanish,0
57520,0.55,0.55,0.45,Spanish,1
37748,0.04,0.04,0.96,Spanish,0
56026,0.05,0.05,0.95,Spanish,0
34699,0.02,0.02,0.98,Spanish,0
36428,0.85,0.85,0.15,Spanish,1
46541,0.05,0.05,0.95,Spanish,0
37682,0.75,0.75,0.25,Spanish,1
43126,0.05,0.05,0.95,Spanish,0
48511,0.02,0.02,0.98,Spanish,0
53744,0.02,0.02,0.98,Spanish,0
38180,0.02,0.02,0.98,Spanish,0
36000,0.3,0.3,0.7,Spanish,0
56009,0.02,0.02,0.98,Spanish,0
46293,0.02,0.02,0.98,Spanish,0
42837,0.35,0.35,0.65,Spanish,0
42876,0.88,0.88,0.12,Spanish,1
42758,0.03,0.03,0.97,Spanish,0
45325,0.04,0.04,0.96,Spanish,0
32874,0.72,0.72,0.28,Spanish,0
57936,0.02,0.02,0.98,Spanish,0
40359,0.03,0.03,0.97,Spanish,0
35215,0.04,0.04,0.96,Spanish,0
33595,0.03,0.03,0.97,Spanish,0
56168,0.82,0.82,0.18,Spanish,1
59434,0.02,0.02,0.98,Spanish,0
51071,0.9,0.9,0.1,Spanish,1
58005,0.05,0.05,0.95,Spanish,0
30875,0.04,0.04,0.96,Spanish,0
42958,0.08,0.08,0.92,Spanish,0
57226,0.02,0.02,0.98,Spanish,0
53861,0.02,0.02,0.98,Spanish,0
34128,0.05,0.05,0.95,Spanish,0
30649,0.02,0.02,0.98,Spanish,0
41603,0.02,0.02,0.98,Spanish,0
43837,0.02,0.02,0.98,Spanish,0
47971,0.03,0.03,0.97,Spanish,0
44585,0.04,0.04,0.96,Spanish,0
31747,0.02,0.02,0.98,Spanish,0
47128,0.65,0.65,0.35,Spanish,0
48507,0.05,0.05,0.95,Spanish,0
35114,0.88,0.88,0.12,Spanish,1
26119,0.1,0.1,0.9,Spanish,0
18684,0.03,0.03,0.97,Spanish,0
24466,0.02,0.02,0.98,Spanish,0
16611,0.12,0.12,0.88,Spanish,0
17417,0.02,0.02,0.98,Spanish,0
16632,0.02,0.02,0.98,Spanish,0
26001,0.05,0.05,0.95,Spanish,0
28436,0.88,0.88,0.12,Spanish,1
21006,0.02,0.02,0.98,Spanish,0
19441,0.02,0.02,0.98,Spanish,0
18098,0.92,0.92,0.08,Spanish,0
15468,0.02,0.02,0.98,Spanish,0
23085,0.02,0.02,0.98,Spanish,0
25306,0.02,0.02,0.98,Spanish,0
15608,0.02,0.02,0.98,Spanish,0
18120,0.03,0.03,0.97,Spanish,0
29222,0.02,0.02,0.98,Spanish,0
16350,0.02,0.02,0.98,Spanish,0
21210,0.02,0.02,0.98,Spanish,0
27352,0.02,0.02,0.98,Spanish,0
25622,0.05,0.05,0.95,Spanish,0
18774,0.03,0.03,0.97,Spanish,0
15181,0.85,0.85,0.15,Spanish,1
21125,0.93,0.93,0.07,Spanish,1
19341,0.02,0.02,0.98,Spanish,0
26888,0.02,0.02,0.98,Spanish,0
28991,0.02,0.02,0.98,Spanish,0
17236,0.02,0.02,0.98,Spanish,0
24772,0.02,0.02,0.98,Spanish,0
20144,0.02,0.02,0.98,Spanish,0
16328,0.02,0.02,0.98,Spanish,0
29615,0.02,0.02,0.98,Spanish,0
19832,0.03,0.03,0.97,Spanish,0
16114,0.02,0.02,0.98,Spanish,0
25465,0.03,0.03,0.97,Spanish,0
23576,0.02,0.02,0.98,Spanish,0
28291,0.02,0.02,0.98,Spanish,0
15895,0.08,0.08,0.92,Spanish,0
29016,0.02,0.02,0.98,Spanish,0
19094,0.02,0.02,0.98,Spanish,0
15429,0.08,0.08,0.92,Spanish,0
17714,0.02,0.02,0.98,Spanish,0
28187,0.02,0.02,0.98,Spanish,0
18101,0.02,0.02,0.98,Spanish,0
22320,0.02,0.02,0.98,Spanish,0
22293,0.03,0.03,0.97,Spanish,0
25675,0.02,0.02,0.98,Spanish,0
24455,0.02,0.02,0.98,Spanish,0
28115,0.02,0.02,0.98,Spanish,0
19914,0.02,0.02,0.98,Spanish,0
22150,0.02,0.02,0.98,Spanish,0
29978,0.02,0.02,0.98,Spanish,0
19087,0.04,0.04,0.96,Spanish,0
28183,0.02,0.02,0.98,Spanish,0
27979,0.02,0.02,0.98,Spanish,0
27356,0.02,0.02,0.98,Spanish,0
17036,0.02,0.02,0.98,Spanish,0
19064,0.02,0.02,0.98,Spanish,0
24787,0.02,0.02,0.98,Spanish,0
27021,0.02,0.02,0.98,Spanish,0
24993,0.02,0.02,0.98,Spanish,0
25506,0.82,0.82,0.18,Spanish,1
26927,0.9,0.9,0.1,Spanish,1
17435,0.08,0.08,0.92,Spanish,0
28343,0.08,0.08,0.92,Spanish,0
16710,0.88,0.88,0.12,Spanish,1
17234,0.02,0.02,0.98,Spanish,0
28827,0.02,0.02,0.98,Spanish,0
20225,0.93,0.93,0.07,Spanish,1
16830,0.87,0.87,0.13,Spanish,1
23455,0.02,0.02,0.98,Spanish,0
16897,0.78,0.78,0.22,Spanish,1
21925,0.04,0.04,0.96,Spanish,0
15157,0.02,0.02,0.98,Spanish,0
22918,0.02,0.02,0.98,Spanish,0
26347,0.02,0.02,0.98,Spanish,0
28763,0.82,0.82,0.18,Spanish,1
22474,0.02,0.02,0.98,Spanish,0
16851,0.02,0.02,0.98,Spanish,0
23890,0.92,0.92,0.08,Spanish,1
20146,0.02,0.02,0.98,Spanish,0
28124,0.88,0.88,0.12,Spanish,1
17532,0.02,0.02,0.98,Spanish,0
20038,0.02,0.02,0.98,Spanish,0
20483,0.02,0.02,0.98,Spanish,0
29782,0.02,0.02,0.98,Spanish,0
27186,0.02,0.02,0.98,Spanish,0
20496,0.02,0.02,0.98,Spanish,0
29664,0.05,0.05,0.95,Spanish,0
18026,0.55,0.55,0.45,Spanish,0
22565,0.04,0.04,0.96,Spanish,0
17840,0.02,0.02,0.98,Spanish,0
17781,0.04,0.04,0.96,Spanish,0
21831,0.78,0.78,0.22,Spanish,1
24211,0.02,0.02,0.98,Spanish,0
22840,0.8,0.8,0.2,Spanish,1
25356,0.05,0.05,0.95,Spanish,0
21836,0.02,0.02,0.98,Spanish,0
25799,0.02,0.02,0.98,Spanish,0
17625,0.02,0.02,0.98,Spanish,0
71119,0.05,0.05,0.95,English,0
63684,0.04,0.04,0.96,English,0
69466,0.02,0.02,0.98,English,0
61611,0.25,0.25,0.75,English,0
62417,0.04,0.04,0.96,English,0
61632,0.02,0.02,0.98,English,0
71001,0.02,0.02,0.98,English,0
73436,0.02,0.02,0.98,English,0
66006,0.02,0.02,0.98,English,0
64441,0.02,0.02,0.98,English,0
63098,0.02,0.02,0.98,English,0
60468,0.02,0.02,0.98,English,0
68085,0.02,0.02,0.98,English,0
70306,0.75,0.75,0.25,English,1
60608,0.1,0.1,0.9,English,0
63120,0.02,0.02,0.98,English,0
74222,0.55,0.55,0.45,English,1
61350,0.02,0.02,0.98,English,0
66210,0.55,0.55,0.45,English,0
72352,0.04,0.04,0.96,English,0
70622,0.08,0.08,0.92,English,0
63774,0.02,0.02,0.98,English,0
60181,0.02,0.02,0.98,English,0
66125,0.02,0.02,0.98,English,0
64341,0.04,0.04,0.96,English,0
71888,0.04,0.04,0.96,English,0
73991,0.02,0.02,0.98,English,0
62236,0.02,0.02,0.98,English,0
69772,0.02,0.02,0.98,English,0
65144,0.02,0.02,0.98,English,0
61328,0.02,0.02,0.98,English,0
74615,0.02,0.02,0.98,English,0
64832,0.3,0.3,0.7,English,0
61114,0.02,0.02,0.98,English,0
70465,0.02,0.02,0.98,English,0
68576,0.02,0.02,0.98,English,0
73291,0.04,0.04,0.96,English,0
60895,0.04,0.04,0.96,English,0
74016,0.04,0.04,0.96,English,0
64094,0.02,0.02,0.98,English,0
60429,0.04,0.04,0.96,English,0
62714,0.02,0.02,0.98,English,0
73187,0.04,0.04,0.96,English,0
63101,0.05,0.05,0.95,English,0
67320,0.02,0.02,0.98,English,0
67293,0.02,0.02,0.98,English,0
70675,0.12,0.12,0.88,English,0
69455,0.02,0.02,0.98,English,0
73115,0.02,0.02,0.98,English,0
64914,0.03,0.03,0.97,English,0
67150,0.02,0.02,0.98,English,0
74978,0.02,0.02,0.98,English,0
64087,0.02,0.02,0.98,English,0
73183,0.02,0.02,0.98,English,0
72979,0.95,0.95,0.05,English,1
72356,0.02,0.02,0.98,English,0
62036,0.04,0.04,0.96,English,0
64064,0.04,0.04,0.96,English,0
69787,0.02,0.02,0.98,English,0
72021,0.65,0.65,0.35,English,1
69993,0.02,0.02,0.98,English,0
70506,0.04,0.04,0.96,English,0
71927,0.05,0.05,0.95,English,0
62435,0.02,0.02,0.98,English,0
73343,0.02,0.02,0.98,English,0
61710,0.03,0.03,0.97,English,0
62234,0.02,0.02,0.98,English,0
73827,0.02,0.02,0.98,English,0
65225,0.04,0.04,0.96,English,0
61830,0.02,0.02,0.98,English,0
68455,0.02,0.02,0.98,English,0
61897,0.03,0.03,0.97,English,0
66925,0.02,0.02,0.98,English,0
60157,0.02,0.02,0.98,English,0
67918,0.02,0.02,0.98,English,0
71347,0.02,0.02,0.98,English,0
73763,0.15,0.15,0.85,English,1
67474,0.04,0.04,0.96,English,0
61851,0.02,0.02,0.98,English,0
68890,0.08,0.08,0.92,English,0
65146,0.02,0.02,0.98,English,0
73124,0.02,0.02,0.98,English,0
62532,0.02,0.02,0.98,English,0
65038,0.02,0.02,0.98,English,0
65483,0.02,0.02,0.98,English,0
74782,0.02,0.02,0.98,English,0
72186,0.4,0.4,0.6,English,0
65496,0.02,0.02,0.98,English,0
74664,0.02,0.02,0.98,English,0
63026,0.02,0.02,0.98,English,0
67565,0.02,0.02,0.98,English,0
62840,0.02,0.02,0.98,English,0
62781,0.02,0.02,0.98,English,0
66831,0.04,0.04,0.96,English,0
69211,0.02,0.02,0.98,English,0
67840,0.02,0.02,0.98,English,0
70356,0.02,0.02,0.98,English,0
66836,0.02,0.02,0.98,English,0
70799,0.02,0.02,0.98,English,0
62625,0.04,0.04,0.96,English,0
102665,0.02,0.02,0.98,Dutch,0
98368,0.92,0.92,0.08,Dutch,1
95155,0.04,0.04,0.96,Dutch,0
104519,0.03,0.03,0.97,Dutch,0
95358,0.03,0.03,0.97,Dutch,0
94062,0.05,0.05,0.95,Dutch,0
103958,0.08,0.08,0.92,Dutch,0
94900,0.02,0.02,0.98,Dutch,0
91270,0.72,0.72,0.28,Dutch,1
98581,0.55,0.55,0.45,Dutch,1
90168,0.02,0.02,0.98,Dutch,0
93369,0.02,0.02,0.98,Dutch,0
92412,0.04,0.04,0.96,Dutch,0
100728,0.02,0.02,0.98,Dutch,0
96348,0.02,0.02,0.98,Dutch,0
90188,0.1,0.1,0.9,Dutch,0
94003,0.02,0.02,0.98,Dutch,0
104271,0.05,0.05,0.95,Dutch,0
103666,0.02,0.02,0.98,Dutch,0
92099,0.12,0.12,0.88,Dutch,0
96377,0.88,0.88,0.12,Dutch,1
98104,0.03,0.03,0.97,Dutch,0
104091,0.02,0.02,0.98,Dutch,0
91911,0.1,0.1,0.9,Dutch,0
95500,0.2,0.2,0.8,Dutch,0
94414,0.03,0.03,0.97,Dutch,0
102166,0.02,0.02,0.98,Dutch,0
100363,0.02,0.02,0.98,Dutch,0
102017,0.02,0.02,0.98,Dutch,0
92254,0.03,0.03,0.97,Dutch,0
103996,0.02,0.02,0.98,Dutch,0
91011,0.05,0.05,0.95,Dutch,0
93011,0.02,0.02,0.98,Dutch,0
93404,0.15,0.15,0.85,Dutch,0
101399,0.12,0.12,0.88,Dutch,0
94034,0.03,0.03,0.97,Dutch,0
92406,0.1,0.1,0.9,Dutch,0
92177,0.02,0.02,0.98,Dutch,0
99016,0.02,0.02,0.98,Dutch,0
95339,0.02,0.02,0.98,Dutch,0
102478,0.02,0.02,0.98,Dutch,0
91723,0.02,0.02,0.98,Dutch,0
94296,0.03,0.03,0.97,Dutch,0
98955,0.02,0.02,0.98,Dutch,0
99969,0.03,0.03,0.97,Dutch,0
98051,0.02,0.02,0.98,Dutch,0
103651,0.02,0.02,0.98,Dutch,0
92117,0.02,0.02,0.98,Dutch,0
104141,0.03,0.03,0.97,Dutch,0
101638,0.15,0.15,0.85,Dutch,0
98985,0.02,0.02,0.98,Dutch,0
99964,0.03,0.03,0.97,Dutch,0
90095,0.03,0.03,0.97,Dutch,0
95674,0.03,0.03,0.97,Dutch,0
96906,0.06,0.06,0.94,Dutch,0
95568,0.02,0.02,0.98,Dutch,0
101878,0.02,0.02,0.98,Dutch,0
104642,0.04,0.04,0.96,Dutch,0
91414,0.06,0.06,0.94,Dutch,0
92766,0.18,0.18,0.82,Dutch,0
98604,0.02,0.02,0.98,Dutch,0
97877,0.02,0.02,0.98,Dutch,0
96595,0.02,0.02,0.98,Dutch,0
102595,0.03,0.03,0.97,Dutch,0
101518,0.03,0.03,0.97,Dutch,0
103118,0.02,0.02,0.98,Dutch,0
102041,0.12,0.12,0.88,Dutch,0
92698,0.02,0.02,0.98,Dutch,0
96909,0.1,0.1,0.9,Dutch,0
98965,0.06,0.06,0.94,Dutch,0
104771,0.06,0.06,0.94,Dutch,0
101891,0.25,0.25,0.75,Dutch,0
104435,0.02,0.02,0.98,Dutch,0
101746,0.02,0.02,0.98,Dutch,0
98626,0.7,0.7,0.3,Dutch,0
100606,0.03,0.03,0.97,Dutch,0
100885,0.02,0.02,0.98,Dutch,0
94074,0.03,0.03,0.97,Dutch,0
95430,0.02,0.02,0.98,Dutch,0
103770,0.15,0.15,0.85,Dutch,0
100214,0.06,0.06,0.94,Dutch,0
99006,0.02,0.02,0.98,Dutch,0
104043,0.02,0.02,0.98,Dutch,0
91082,0.15,0.15,0.85,Dutch,0
91718,0.12,0.12,0.88,Dutch,0
92901,0.02,0.02,0.98,Dutch,0
91523,0.02,0.02,0.98,Dutch,0
96887,0.02,0.02,0.98,Dutch,0
98166,0.02,0.02,0.98,Dutch,0
94731,0.55,0.55,0.45,Dutch,0
95194,0.45,0.45,0.55,Dutch,0
97908,0.04,0.04,0.96,Dutch,0
99558,0.02,0.02,0.98,Dutch,0
92648,0.02,0.02,0.98,Dutch,0
102687,0.08,0.08,0.92,Dutch,0
95001,0.03,0.03,0.97,Dutch,0
91195,0.03,0.03,0.97,Dutch,0
96271,0.03,0.03,0.97,Dutch,0
102842,0.2,0.2,0.8,Dutch,0
99132,0.03,0.03,0.97,Dutch,0
87665,0.03,0.03,0.97,Dutch,0
83368,0.02,0.02,0.98,Dutch,0
80155,0.02,0.02,0.98,Dutch,0
89519,0.88,0.88,0.12,Dutch,1
80358,0.05,0.05,0.95,Dutch,0
79062,0.02,0.02,0.98,Dutch,0
88958,0.04,0.04,0.96,Dutch,0
79900,0.02,0.02,0.98,Dutch,0
76270,0.92,0.92,0.08,Dutch,1
83581,0.02,0.02,0.98,Dutch,0
75168,0.75,0.75,0.25,Dutch,0
78369,0.02,0.02,0.98,Dutch,0
77412,0.82,0.82,0.18,Dutch,1
85728,0.05,0.05,0.95,Dutch,0
81348,0.55,0.55,0.45,Dutch,0
75188,0.01,0.01,0.99,Dutch,0
79003,0.01,0.01,0.99,Dutch,0
89271,0.08,0.08,0.92,Dutch,0
88666,0.05,0.05,0.95,Dutch,0
77099,0.12,0.12,0.88,Dutch,0
81377,0.02,0.02,0.98,Dutch,0
83104,0.04,0.04,0.96,Dutch,0
89091,0.88,0.88,0.12,Dutch,1
76911,0.93,0.93,0.07,Dutch,1
80500,0.01,0.01,0.99,Dutch,0
79414,0.03,0.03,0.97,Dutch,0
87166,0.02,0.02,0.98,Dutch,0
85363,0.02,0.02,0.98,Dutch,0
87017,0.12,0.12,0.88,Dutch,0
77254,0.03,0.03,0.97,Dutch,0
88996,0.02,0.02,0.98,Dutch,0
76011,0.04,0.04,0.96,Dutch,0
78011,0.72,0.72,0.28,Dutch,0
78404,0.75,0.75,0.25,Dutch,1
86399,0.05,0.05,0.95,Dutch,0
79034,0.06,0.06,0.94,Dutch,0
77406,0.01,0.01,0.99,Dutch,0
77177,0.02,0.02,0.98,Dutch,0
84016,0.06,0.06,0.94,Dutch,0
80339,0.02,0.02,0.98,Dutch,0
87478,0.55,0.55,0.45,Dutch,0
76723,0.02,0.02,0.98,Dutch,0
79296,0.02,0.02,0.98,Dutch,0
83955,0.02,0.02,0.98,Dutch,0
84969,0.93,0.93,0.07,Dutch,1
83051,0.04,0.04,0.96,Dutch,0
88651,0.04,0.04,0.96,Dutch,0
77117,0.78,0.78,0.22,Dutch,1
89141,0.01,0.01,0.99,Dutch,0
86638,0.01,0.01,0.99,Dutch,0
83985,0.02,0.02,0.98,Dutch,0
84964,0.01,0.01,0.99,Dutch,0
75095,0.01,0.01,0.99,Dutch,0
80674,0.02,0.02,0.98,Dutch,0
81906,0.03,0.03,0.97,Dutch,0
80568,0.08,0.08,0.92,Dutch,0
86878,0.02,0.02,0.98,Dutch,0
89642,0.02,0.02,0.98,Dutch,0
76414,0.01,0.01,0.99,Dutch,0
77766,0.82,0.82,0.18,Dutch,0
83604,0.01,0.01,0.99,Dutch,0
82877,0.01,0.01,0.99,Dutch,0
81595,0.02,0.02,0.98,Dutch,0
87595,0.01,0.01,0.99,Dutch,0
86518,0.01,0.01,0.99,Dutch,0
88118,0.02,0.02,0.98,Dutch,0
87041,0.01,0.01,0.99,Dutch,0
77698,0.65,0.65,0.35,Dutch,0
81909,0.02,0.02,0.98,Dutch,0
83965,0.03,0.03,0.97,Dutch,0
89771,0.93,0.93,0.07,Dutch,1
86891,0.92,0.92,0.08,Dutch,1
89435,0.15,0.15,0.85,Dutch,0
86746,0.02,0.02,0.98,Dutch,0
83626,0.01,0.01,0.99,Dutch,0
85606,0.01,0.01,0.99,Dutch,0
85885,0.02,0.02,0.98,Dutch,0
79074,0.03,0.03,0.97,Dutch,0
80430,0.88,0.88,0.12,Dutch,1
88770,0.04,0.04,0.96,Dutch,0
85214,0.15,0.15,0.85,Dutch,0
84006,0.08,0.08,0.92,Dutch,0
89043,0.03,0.03,0.97,Dutch,0
76082,0.92,0.92,0.08,Dutch,1
76718,0.02,0.02,0.98,Dutch,0
77901,0.72,0.72,0.28,Dutch,1
76523,0.08,0.08,0.92,Dutch,0
81887,0.06,0.06,0.94,Dutch,0
83166,0.65,0.65,0.35,Dutch,0
79731,0.02,0.02,0.98,Dutch,0
80194,0.02,0.02,0.98,Dutch,0
82908,0.9,0.9,0.1,Dutch,0
84558,0.93,0.93,0.07,Dutch,1
77648,0.9,0.9,0.1,Dutch,1
87687,0.01,0.01,0.99,Dutch,0
80001,0.01,0.01,0.99,Dutch,0
76195,0.03,0.03,0.97,Dutch,0
81271,0.01,0.01,0.99,Dutch,0
87842,0.02,0.02,0.98,Dutch,0
84132,0.92,0.92,0.08,Dutch,1
66475,0.02,0.02,0.98,English,0
61373,0.92,0.92,0.08,English,1
